id;name;actions_combination;nb_actions;total_investment;total_profit
200;combinaison_200;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];9;420.0;74.52000000000001
201;combinaison_201;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];10;462.0;81.66000000000001
202;combinaison_202;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];11;572.0;91.56000000000002
203;combinaison_203;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];12;610.0;100.30000000000001
204;combinaison_204;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];13;624.0;100.44000000000001
205;combinaison_205;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];14;642.0;100.98000000000002
206;combinaison_206;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];15;650.0;101.62000000000002
207;combinaison_207;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];16;654.0;102.10000000000002
208;combinaison_208;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];17;664.0;103.50000000000003
209;combinaison_209;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];18;688.0;108.54000000000003
210;combinaison_210;[['Action-2', '30.0', '3.0'], ['Action-3', '50.0', '7.5'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];19;802.0;129.06000000000003
211;combinaison_211;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0']];2;100.0;17.0
212;combinaison_212;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2']];3;160.0;27.2
213;combinaison_213;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0']];4;240.0;47.2
214;combinaison_214;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54']];5;262.0;48.74
215;combinaison_215;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86']];6;288.0;51.6
216;combinaison_216;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];7;336.0;57.84
217;combinaison_217;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];8;370.0;67.02000000000001
218;combinaison_218;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];9;412.0;74.16000000000001
219;combinaison_219;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];10;522.0;84.06000000000002
220;combinaison_220;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];11;560.0;92.80000000000001
221;combinaison_221;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];12;574.0;92.94000000000001
222;combinaison_222;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];13;592.0;93.48000000000002
223;combinaison_223;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];14;600.0;94.12000000000002
224;combinaison_224;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];15;604.0;94.60000000000002
225;combinaison_225;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];16;614.0;96.00000000000003
226;combinaison_226;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];17;638.0;101.04000000000003
227;combinaison_227;[['Action-2', '30.0', '3.0'], ['Action-4', '70.0', '14.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];18;752.0;121.56000000000003
228;combinaison_228;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2']];2;90.0;13.2
229;combinaison_229;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0']];3;170.0;33.2
230;combinaison_230;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54']];4;192.0;34.74
231;combinaison_231;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86']];5;218.0;37.6
232;combinaison_232;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];6;266.0;43.84
233;combinaison_233;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];7;300.0;53.02
234;combinaison_234;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];8;342.0;60.160000000000004
235;combinaison_235;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];9;452.0;70.06
236;combinaison_236;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];10;490.0;78.8
237;combinaison_237;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];11;504.0;78.94
238;combinaison_238;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];12;522.0;79.48
239;combinaison_239;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];13;530.0;80.12
240;combinaison_240;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];14;534.0;80.60000000000001
241;combinaison_241;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];15;544.0;82.00000000000001
242;combinaison_242;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];16;568.0;87.04000000000002
243;combinaison_243;[['Action-2', '30.0', '3.0'], ['Action-5', '60.0', '10.2'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];17;682.0;107.56000000000002
244;combinaison_244;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0']];2;110.0;23.0
245;combinaison_245;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54']];3;132.0;24.54
246;combinaison_246;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86']];4;158.0;27.4
247;combinaison_247;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];5;206.0;33.64
248;combinaison_248;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];6;240.0;42.82
249;combinaison_249;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];7;282.0;49.96
250;combinaison_250;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];8;392.0;59.86
251;combinaison_251;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];9;430.0;68.6
252;combinaison_252;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];10;444.0;68.74
253;combinaison_253;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];11;462.0;69.28
254;combinaison_254;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];12;470.0;69.92
255;combinaison_255;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];13;474.0;70.4
256;combinaison_256;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];14;484.0;71.80000000000001
257;combinaison_257;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];15;508.0;76.84000000000002
258;combinaison_258;[['Action-2', '30.0', '3.0'], ['Action-6', '80.0', '20.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];16;622.0;97.36000000000001
259;combinaison_259;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54']];2;52.0;4.54
260;combinaison_260;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86']];3;78.0;7.4
261;combinaison_261;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];4;126.0;13.64
262;combinaison_262;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];5;160.0;22.82
263;combinaison_263;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];6;202.0;29.96
264;combinaison_264;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];7;312.0;39.86
265;combinaison_265;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];8;350.0;48.6
266;combinaison_266;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];9;364.0;48.74
267;combinaison_267;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];10;382.0;49.28
268;combinaison_268;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];11;390.0;49.92
269;combinaison_269;[['Action-2', '30.0', '3.0'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];12;394.0;50.4
